sku,asin,product_description,price
LG PC PN 4 14K GH VS1VS2 16 S,B0CJJXPDGB,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 16"" Silver Chain 4 Carat",1962.21
LG PC PN DE 4 14D GH VS1VS2 16 S,B0H2J3H2YW,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 16"" Silver Chain 4 Carat",1865.28
LG PC PN DE 4 PLT GH VS1VS2 16 S,B0H2J575FR,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 16"" Silver Chain 4 Carat",2192.0
LG PC PN DE 5 14P GH VS1VS2 16 S,B0H2JZ4SRF,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 16"" Silver Chain 5 Carat",2256.08
LG PC PN DE 5 14K GH VS1VS2 16 S,B0H2J8HG2C,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 16"" Silver Chain 5 Carat",2233.17
LG PC PN DE 5 14D GH VS1VS2 16 S,B0H2J9QGNZ,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 16"" Silver Chain 5 Carat",2233.17
LG PC PN DE 5 PLT GH VS1VS2 16 S,B0H2J4W9HH,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 16"" Silver Chain 5 Carat",2576.87
LG PC PN DE 5 14P GH VS1VS2 16 S 6Ct,B0H2J5DYXJ,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 16"" Silver Chain 6 Carat",2974.32
LG PC PN DE 5 14K GH VS1VS2 16 S 6Ct,B0H2J5ZTHS,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 16"" Silver Chain 6 Carat",2974.32
LG PC PN DE 5 14D GH VS1VS2 16 S 6Ct,B0H2JDFQ2W,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 16"" Silver Chain 6 Carat",2974.32
LG PC PN DE 5 PLT GH VS1VS2 16 S 6Ct,B0H2J868PY,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 16"" Silver Chain 6 Carat",3484.32
LG PC PN DE 5 14P GH VS1VS2 16 S 7Ct,B0H2JFTFWM,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 16"" Silver Chain 7 Carat",4074.82
LG PC PN DE 5 14K GH VS1VS2 16 S 7Ct,B0H2J66BN6,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 16"" Silver Chain 7 Carat",4074.82
LG PC PN DE 5 14D GH VS1VS2 16 S 7Ct,B0H2JDZCCZ,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 16"" Silver Chain 7 Carat",4074.82
LG PC PN DE 5 PLT GH VS1VS2 16 S 7Ct,B0H2J1QWQ3,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 16"" Silver Chain 7 Carat",4584.82
LG PC PN DE 5 14P GH VS1VS2 16 S 8Ct,B0H2J9DHWJ,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 16"" Silver Chain 8 Carat",4725.86
LG PC PN DE 5 14K GH VS1VS2 16 S 8Ct,B0H2J85Q4D,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 16"" Silver Chain 8 Carat",4725.86
LG PC PN DE 5 14D GH VS1VS2 16 S 8Ct,B0H2J9BF67,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 16"" Silver Chain 8 Carat",4725.86
LG PC PN DE 5 PLT GH VS1VS2 16 S 8Ct,B0H2J9TD22,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 16"" Silver Chain 8 Carat",5235.86
LG PC PN DE 5 14P GH VS1VS2 16 S 9Ct,B0H2J6YQ2R,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 16"" Silver Chain 9 Carat",5506.9
LG PC PN DE 5 14K GH VS1VS2 16 S 9Ct,B0H2J63MNM,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 16"" Silver Chain 9 Carat",5506.9
LG PC PN DE 5 14D GH VS1VS2 16 S 9Ct,B0H2JH59MJ,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 16"" Silver Chain 9 Carat",5506.9
LG PC PN DE 5 PLT GH VS1VS2 16 S 9Ct,B0H2JKCH18,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 16"" Silver Chain 9 Carat",6016.9
LG PC PN DE 5 14P GH VS1VS2 16 S 10Ct,B0H2J855RS,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 16"" Silver Chain 10 Carat",6609.6
LG PC PN DE 5 14K GH VS1VS2 16 S 10Ct,B0H2J88M5N,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 16"" Silver Chain 10 Carat",6609.6
LG PC PN DE 5 14D GH VS1VS2 16 S 10Ct,B0H2J83187,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 16"" Silver Chain 10 Carat",6609.6
LG PC PN DE 5 PLT GH VS1VS2 16 S 10Ct,B0H2J817LX,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 16"" Silver Chain 10 Carat",7119.6
LG PC PN DE 0.5 14P GH VS1VS2 18 G,B0H2JDK5RS,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 18"" Gold Chain 0.5 Carat",521.28
LG PC PN 0.5 14K GH VS1VS2 18 G,B0CJJZB36V,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 18"" Gold Chain 0.5 Carat",498.36
LG PC PN 0.5 14D GH VS1VS2 18 G,B0CJJYB8VV,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 18"" Gold Chain 0.5 Carat",498.36
LG PC PN DE 0.5 PLT GH VS1VS2 18 G,B0H2JBV8FS,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 18"" Gold Chain 0.5 Carat",842.06
LG PC PN DE 0.75 14P GH VS1VS2 18 G,B0H2J7172S,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 18"" Gold Chain 0.75 Carat",709.05
LG PC PN 0.75 14K GH VS1VS2 18 G,B0CJJVVH4Y,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 18"" Gold Chain 0.75 Carat",686.14
LG PC PN 0.75 14D GH VS1VS2 18 G,B0CJJZNN3H,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 18"" Gold Chain 0.75 Carat",686.14
LG PC PN DE 0.75 PLT GH VS1VS2 18 G,B0H2J5Z1B7,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 18"" Gold Chain 0.75 Carat",1029.84
LG PC PN DE 1 14P GH VS1VS2 18 G,B0H2JJJ4FY,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 18"" Gold Chain 1 Carat",754.99
LG PC PN 1 14K GH VS1VS2 18 G,B0CJJXR5ZX,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 18"" Gold Chain 1 Carat",754.99
LG PC PN 1 14D GH VS1VS2 18 G,B0CJJWTYFB,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 18"" Gold Chain 1 Carat",754.99
LG PC PN DE 1 PLT GH VS1VS2 18 G,B0H2J5D6YG,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 18"" Gold Chain 1 Carat",1098.69
LG PC PN DE 1 SS GH VS1VS2 18 G,B0H2J34PD7,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Sterling Silver 18"" Gold Chain 1 Carat",349.0
LG PC PN DE 1.5 14P GH VS1VS2 18 G,B0H2J55R25,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 18"" Gold Chain 1.5 Carat",892.47
LG PC PN DE 1.5 14K GH VS1VS2 18 G,B0H2J4PFX4,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 18"" Gold Chain 1.5 Carat",892.47
LG PC PN 1.5 14D GH VS1VS2 18 G,B0CJJZ74NN,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 18"" Gold Chain 1.5 Carat",892.47
LG PC PN DE 1.5 PLT GH VS1VS2 18 G,B0H2HYYHQB,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 18"" Gold Chain 1.5 Carat",1236.17
LG PC PN DE 2 14P GH VS1VS2 18 G,B0H2HYMR98,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 18"" Gold Chain 2 Carat",1121.6
LG PC PN DE 2 14K GH VS1VS2 18 G,B0H2J3YH8Q,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 18"" Gold Chain 2 Carat",1121.6
LG PC PN DE 2 14D GH VS1VS2 18 G,B0H2JDNM5T,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 18"" Gold Chain 2 Carat",1121.6
LG PC PN DE 2 PLT GH VS1VS2 18 G,B0H2JD1394,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 18"" Gold Chain 2 Carat",1465.3
LG PC PN DE 3 14P GH VS1VS2 18 G,B0H2J3PF6B,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 18"" Gold Chain 3 Carat",1573.26
LG PC PN DE 3 14K GH VS1VS2 18 G,B0H2J5JZ91,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 18"" Gold Chain 3 Carat",1573.26
LG PC PN DE 3 14D GH VS1VS2 18 G,B0H2J8X4LD,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 18"" Gold Chain 3 Carat",1573.26
LG PC PN DE 3 PLT GH VS1VS2 18 G,B0H2JB5M89,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 18"" Gold Chain 3 Carat",1916.96
LG PC PN DE 4 14P GH VS1VS2 18 G,B0H2J5BBVV,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 18"" Gold Chain 4 Carat",2053.87
LG PC PN DE 4 14K GH VS1VS2 18 G,B0H2J2MKCW,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 18"" Gold Chain 4 Carat",2030.95
LG PC PN DE 4 14D GH VS1VS2 18 G,B0H2J79TK4,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 18"" Gold Chain 4 Carat",1930.63
LG PC PN DE 4 PLT GH VS1VS2 18 G,B0H2J1RDJR,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 18"" Gold Chain 4 Carat",2374.65
LG PC PN DE 5 14P GH VS1VS2 18 G,B0H2J78ZCK,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 18"" Gold Chain 5 Carat",2209.96
LG PC PN DE 5 14K GH VS1VS2 18 G,B0H2J847SB,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 18"" Gold Chain 5 Carat",2301.91
LG PC PN 5 14D GH VS1VS2 18 G,B0CJJW8XK6,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 18"" Gold Chain 5 Carat",2188.2
LG PC PN DE 5 PLT GH VS1VS2 18 G,B0H2J144WK,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 18"" Gold Chain 5 Carat",2645.6
LG PC PN 5 14P GH VS1VS2 18 G 6Ct,B0FZKSH7S5,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 18"" Gold Chain 6 Carat",3055.92
LG PC PN DE 5 14K GH VS1VS2 18 G 6Ct,B0H2JDKWTX,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 18"" Gold Chain 6 Carat",3055.92
LG PC PN DE 5 14D GH VS1VS2 18 G 6Ct,B0H2J6KRT7,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 18"" Gold Chain 6 Carat",3055.92
LG PC PN DE 5 PLT GH VS1VS2 18 G 6Ct,B0H2J7MDRF,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 18"" Gold Chain 6 Carat",3565.92
LG PC PN DE 5 14P GH VS1VS2 18 G 7Ct,B0H2J5BHVR,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 18"" Gold Chain 7 Carat",4156.42
LG PC PN DE 5 14K GH VS1VS2 18 G 7Ct,B0H2JCKV82,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 18"" Gold Chain 7 Carat",4156.42
LG PC PN DE 5 14D GH VS1VS2 18 G 7Ct,B0H2J5491M,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 18"" Gold Chain 7 Carat",4156.42
LG PC PN DE 5 PLT GH VS1VS2 18 G 7Ct,B0H2J8PHL1,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 18"" Gold Chain 7 Carat",4666.42
LG PC PN DE 5 14P GH VS1VS2 18 G 8Ct,B0H2J8LNR6,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 18"" Gold Chain 8 Carat",4807.46
LG PC PN DE 5 14K GH VS1VS2 18 G 8Ct,B0H2J8Y88J,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 18"" Gold Chain 8 Carat",4807.46
LG PC PN DE 5 14D GH VS1VS2 18 G 8Ct,B0H2JZ4SRC,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 18"" Gold Chain 8 Carat",4807.46
LG PC PN DE 5 PLT GH VS1VS2 18 G 8Ct,B0H2JBXNVX,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 18"" Gold Chain 8 Carat",5317.46
LG PC PN DE 5 14P GH VS1VS2 18 G 9Ct,B0H2JJNK22,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 18"" Gold Chain 9 Carat",5588.5
LG PC PN DE 5 14K GH VS1VS2 18 G 9Ct,B0H2J5XWTK,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 18"" Gold Chain 9 Carat",5588.5
LG PC PN DE 5 14D GH VS1VS2 18 G 9Ct,B0H2J78BH3,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 18"" Gold Chain 9 Carat",5588.5
LG PC PN DE 5 PLT GH VS1VS2 18 G 9Ct,B0H2J69938,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 18"" Gold Chain 9 Carat",6098.5
LG PC PN DE 5 14P GH VS1VS2 18 G 10Ct,B0H2J81HDK,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 18"" Gold Chain 10 Carat",6691.2
LG PC PN DE 5 14K GH VS1VS2 18 G 10Ct,B0H2J5NVPY,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 18"" Gold Chain 10 Carat",6691.2
LG PC PN DE 5 14D GH VS1VS2 18 G 10Ct,B0H2JCWWC1,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 18"" Gold Chain 10 Carat",6691.2
